Date,Price_Gazprom,Price_Sberbank,Price_Aeroflot,Price_Lukoil,Price_Rosneft
2017-05-13,132.5,167.7,184.15,2856,307.5
2017-05-14,132.5,167.7,184.15,2856,307.5
2017-05-15,131.5,171.35,181.9,2876,314.15
2017-05-16,131.13,170.66,184.4,2890.5,312.9
2017-05-17,132.07,169.24,186,2870,311.55
2017-05-18,126.9,166.5,189.3,2877,305
2017-05-19,124.19,168.87,189.1,2850,306.1
2017-05-20,124.19,168.87,189.1,2850,306.1
2017-05-21,124.19,168.87,189.1,2850,306.1
2017-05-22,122.52,168.03,190.3,2811,307.3
2017-05-23,123.23,166.31,195,2825,312.4
2017-05-24,122,165.7,193.8,2804,307
2017-05-25,121.61,164.05,195.15,2798,306.4
2017-05-26,122.2,160.7,190.1,2796.5,304
2017-05-27,122.2,160.7,190.1,2796.5,304
2017-05-28,122.2,160.7,190.1,2796.5,304
2017-05-29,123.11,163.9,189.5,2794.5,307.25
2017-05-30,122.1,161.64,191.05,2825,305
2017-05-31,120.28,155.93,188.6,2753,301.55
2017-06-01,118,153,188.2,2700,301.45
2017-06-02,119.69,157.14,185.8,2734,301
2017-06-03,119.69,157.14,185.8,2734,301
2017-06-04,119.69,157.14,185.8,2734,301
2017-06-05,119,154.7,189.05,2734.5,305
2017-06-06,119.05,152.8,190,2721.5,302.55
2017-06-07,118.92,152.82,189,2705,308
2017-06-08,119.3,151.93,192.1,2735,307.5
2017-06-09,120.5,150.13,192.85,2774,306
2017-06-10,120.5,150.13,192.85,2774,306
2017-06-11,120.5,150.13,192.85,2774,306
2017-06-12,120.5,150.13,192.85,2774,306
2017-06-13,118.15,146,189,2760.5,312.15
2017-06-14,115.35,143,190,2730,304.3
2017-06-15,115.49,139,182.2,2712,301.6
2017-06-16,116.02,141.63,174.65,2685,306.5
2017-06-17,116.02,141.63,174.65,2685,306.5
2017-06-18,116.02,141.63,174.65,2685,306.5
2017-06-19,117.33,145,181.5,2779.5,311
2017-06-20,117.44,144.9,181.4,2769,316
2017-06-21,117.97,143.49,191,2728.5,318.4
2017-06-22,119.55,144.25,194.3,2760.5,319
2017-06-23,119.1,144.1,191.35,2775,322
2017-06-24,119.1,144.1,191.35,2775,322
2017-06-25,119.1,144.1,191.35,2775,322
2017-06-26,118.67,144.49,186.75,2767,321
2017-06-27,119.35,147.1,189.5,2800,327.3
2017-06-28,119.7,145.5,190.05,2874.5,332.4
2017-06-29,119.16,143.8,193,2873,333
2017-06-30,118.49,145.59,195.3,2872.5,323
2017-07-01,118.49,145.59,195.3,2872.5,323
2017-07-02,118.49,145.59,195.3,2872.5,323
2017-07-03,119.86,147.5,197.8,2920,329.4
2017-07-04,122.73,149.39,198.8,2933,332.4
2017-07-05,122.7,148.96,204.25,2951.5,327.2
2017-07-06,122.68,150.35,215.25,2985,324.5
2017-07-07,123,152.16,213,2856,317.8
2017-07-08,123,152.16,213,2856,317.8
2017-07-09,123,152.16,213,2856,317.8
2017-07-10,124.25,155,217.5,2859,320.5
2017-07-11,124.78,156.91,217.2,2875,319.6
2017-07-12,124.87,160.85,225,2914.5,320.55
2017-07-13,125.55,159.94,211.5,2908.5,318
2017-07-14,125,161.4,212.8,2923,318
2017-07-15,125,161.4,212.8,2923,318
2017-07-16,125,161.4,212.8,2923,318
2017-07-17,125.14,161.98,209.2,2880,315.9
2017-07-18,124.49,161.7,208.7,2840,315.1
2017-07-19,120.11,164.34,212.7,2896,318.5
2017-07-20,120.6,163.93,214.7,2896,317.85
2017-07-21,118.95,162.1,208.5,2842,317.4
2017-07-22,118.95,162.1,208.5,2842,317.4
2017-07-23,118.95,162.1,208.5,2842,317.4
2017-07-24,119.17,161.33,204.6,2826.5,313.3
2017-07-25,118.4,160.22,204.55,2835,314.15
2017-07-26,119,161.55,208,2833,310
2017-07-27,118.68,166,207.75,2851.5,310
2017-07-28,116.9,165.4,203.35,2794,305.9
2017-07-29,116.9,165.4,203.35,2794,305.9
2017-07-30,116.9,165.4,203.35,2794,305.9
2017-07-31,116.1,164.53,201.7,2797.5,311.3
2017-08-01,117.99,166.31,206.4,2864.5,316.1
2017-08-02,119.09,169.9,205.55,2938,322
2017-08-03,119.58,170,204.3,2930,317
2017-08-04,119.45,169.73,205.45,2903,316
2017-08-05,119.45,169.73,205.45,2903,316
2017-08-06,119.45,169.73,205.45,2903,316
2017-08-07,119.5,172.79,205.4,2917.5,316.25
2017-08-08,119.67,175.75,210.05,2974,315
2017-08-09,118.68,173.4,208.9,2939,309.25
2017-08-10,118.05,172.2,205.85,2901.5,305
2017-08-11,116.93,172.05,202.9,2860,303.95
2017-08-12,116.93,172.05,202.9,2860,303.95
2017-08-13,116.93,172.05,202.9,2860,303.95
2017-08-14,117.4,172.51,205.25,2883.5,305
2017-08-15,117.59,172.33,206.85,2874,304.9
2017-08-16,116.75,173.05,209.7,2846.5,302.05
2017-08-17,116.22,172.72,210.95,2841,301.75
2017-08-18,116,169.5,212.65,2829,300.05
2017-08-19,116,169.5,212.65,2829,300.05
2017-08-20,116,169.5,212.65,2829,300.05
2017-08-21,115.92,169.9,213.05,2854.5,301.1
2017-08-22,116,171,213,2897,300.95
2017-08-23,115.75,175.3,209.3,2893.5,303.2
2017-08-24,116.56,179.8,206.4,2894,301
2017-08-25,117.85,180.51,204,2915,301.5
2017-08-26,117.85,180.51,204,2915,301.5
2017-08-27,117.85,180.51,204,2915,301.5
2017-08-28,118.75,181.85,203.15,2920,300.95
2017-08-29,118.3,181.89,204.7,2894,301
2017-08-30,118.2,183.5,198,2905,307
2017-08-31,117.97,183.51,191.8,2940.5,304
2017-09-01,117.4,183.66,190,2915,304.1
2017-09-02,117.4,183.66,190,2915,304.1
2017-09-03,117.4,183.66,190,2915,304.1
2017-09-04,117,184.1,193.25,2895,302.6
2017-09-05,116,184.14,200.75,2883.5,302.85
2017-09-06,117.14,183.12,199.65,2919,303
2017-09-07,117.95,184,197.05,2876,306
2017-09-08,120.34,185.89,195.85,2925,314.95
2017-09-09,120.34,185.89,195.85,2925,314.95
2017-09-10,120.34,185.89,195.85,2925,314.95
2017-09-11,121,190.5,197.5,2909,314.2
2017-09-12,121.99,189.32,197.85,2961.5,314.6
2017-09-13,123.55,189.1,196.5,2938,314.75
2017-09-14,123.33,188.64,196.25,2970,319.3
2017-09-15,122.5,188.75,194.5,2978.5,319.7
2017-09-16,122.5,188.75,194.5,2978.5,319.7
2017-09-17,122.5,188.75,194.5,2978.5,319.7
2017-09-18,122.72,188.04,195.15,3032.5,318
2017-09-19,121.75,184.85,190,3025,313
2017-09-20,122.25,186.47,188,2985,315
2017-09-21,122.34,187.38,187,2991.5,316.7
2017-09-22,121.95,187.55,183.95,2970,316.7
2017-09-23,121.95,187.55,183.95,2970,316.7
2017-09-24,121.95,187.55,183.95,2970,316.7
2017-09-25,123.03,191.2,183.55,3039.5,321.55
2017-09-26,123.03,192.54,184.05,3022,323.45
2017-09-27,123.36,193.7,185.3,3064.5,324.5
2017-09-28,122.5,191.96,183.8,3065,321.9
2017-09-29,122.2,192.33,183.95,3064,318.95
2017-09-30,122.2,192.33,183.95,3064,318.95
2017-10-01,122.2,192.33,183.95,3064,318.95
2017-10-02,121.9,193,184.75,3044.5,315
2017-10-03,120.78,192.5,186,3054,316.15
2017-10-04,121.76,192.03,184.3,3038.5,318.3
2017-10-05,123.5,193.74,181.7,3054,319.95
2017-10-06,123.47,194.16,181,3060,320.6
2017-10-07,123.47,194.16,181,3060,320.6
2017-10-08,123.47,194.16,181,3060,320.6
2017-10-09,124.81,194,181.6,3052.5,319.1
2017-10-10,124.44,193.21,181.75,3037.5,319.3
2017-10-11,126,195.83,183.55,3040,320.5
2017-10-12,125.93,195.51,181,3035,319.15
2017-10-13,126.86,196.48,180.6,3018,320
2017-10-14,126.86,196.48,180.6,3018,320
2017-10-15,126.86,196.48,180.6,3018,320
2017-10-16,127.17,197.7,181.25,3020,324.85
2017-10-17,125.15,197.2,181.1,3003,328
2017-10-18,126.7,195.31,181.7,3011,326.1
2017-10-19,125.5,192.2,180.4,2985,321.55
2017-10-20,126.7,192.97,182.5,2994,321.8
2017-10-21,126.7,192.97,182.5,2994,321.8
2017-10-22,126.7,192.97,182.5,2994,321.8
2017-10-23,126.8,192.34,184.7,2997,316.5
2017-10-24,126.02,192.5,184,3018,316.8
2017-10-25,125,192.04,184.5,3005,312.7
2017-10-26,124.2,192.75,182.55,2996,311.15
2017-10-27,125.94,196.05,182.8,3064.5,322
2017-10-28,125.94,196.05,182.8,3064.5,322
2017-10-29,125.94,196.05,182.8,3064.5,322
2017-10-30,125.98,195,184.35,3058,321
2017-10-31,125.9,193.8,180,3096,318.7
2017-11-01,126.5,194.05,164.9,3144.5,323.1
2017-11-02,125.67,193.85,164.5,3150,318.5
2017-11-03,125.9,193.8,162.4,3168.5,317.8
2017-11-04,125.9,193.8,162.4,3168.5,317.8
2017-11-05,125.9,193.8,162.4,3168.5,317.8
2017-11-06,125.9,193.8,162.4,3168.5,317.8
2017-11-07,132.28,205.96,158.45,3325,329.95
2017-11-08,132.3,209.09,163,3336,333.05
2017-11-09,131.5,220.05,164.5,3368,336.9
2017-11-10,132.5,217.7,163.4,3344.5,329.35
2017-11-11,132.5,217.7,163.4,3344.5,329.35
2017-11-12,132.5,217.7,163.4,3344.5,329.35
2017-11-13,133.32,216.61,161,3326,325
2017-11-14,132.93,221.4,157,3325,314.3
2017-11-15,131.21,225.95,159.2,3296,302.2
2017-11-16,129.2,227.5,164.4,3304,303.5
2017-11-17,129.65,225.65,164.55,3304.5,300.7
2017-11-18,129.65,225.65,164.55,3304.5,300.7
2017-11-19,129.65,225.65,164.55,3304.5,300.7
2017-11-20,129.96,224.6,164.6,3281,300.05
2017-11-21,132.49,231,166.25,3319.5,299.8
2017-11-22,132.57,230.25,163.95,3369,302
2017-11-23,131.6,225.56,162.3,3380,302.3
2017-11-24,133.57,228,159.85,3395,303.8
2017-11-25,133.57,228,159.85,3395,303.8
2017-11-26,133.57,228,159.85,3395,303.8
2017-11-27,133.5,226.76,157,3365,299.9
2017-11-28,135.18,230,157.2,3343,301.3
2017-11-29,133.55,228.2,158.6,3308.5,294.45
2017-11-30,132.15,224.35,152.5,3292.5,293.6
2017-12-01,133.02,221.5,148.15,3344,292
2017-12-02,133.02,221.5,148.15,3344,292
2017-12-03,133.02,221.5,148.15,3344,292
2017-12-04,133.77,224.6,144.6,3390.5,292.7
2017-12-05,133.65,223.91,146.4,3403,293.4
2017-12-06,134,223.75,144.7,3403,292.4
2017-12-07,133.02,219.81,144.35,3374.5,292.5
2017-12-08,132.6,220.89,144.35,3388.5,293.75
2017-12-09,132.6,220.89,144.35,3388.5,293.75
2017-12-10,132.6,220.89,144.35,3388.5,293.75
2017-12-11,134.65,227.69,143.55,3432.5,297.55
2017-12-12,135.5,227.9,140.1,3473.5,303.1
2017-12-13,135.56,221.8,137,3458,298.85
2017-12-14,135.91,229.9,141.8,3453.5,300.7
2017-12-15,135.5,226.53,143.6,3420,299.65
2017-12-16,135.5,226.53,143.6,3420,299.65
2017-12-17,135.5,226.53,143.6,3420,299.65
2017-12-18,134.25,227.4,142,3395.5,296.5
2017-12-19,133.96,224.1,141.35,3402,293.65
2017-12-20,132.5,226,138,3373,293.3
2017-12-21,131.7,223.6,138.8,3332.5,293.8
2017-12-22,132.42,221.44,138.8,3347,293.75
2017-12-23,132.42,221.44,138.8,3347,293.75
2017-12-24,132.42,221.44,138.8,3347,293.75
2017-12-25,131.96,223.3,138.85,3320,298
2017-12-26,131.2,223.57,139,3288,296.55
2017-12-27,130.99,226.98,138.5,3283.5,295.45
2017-12-28,130.53,224.2,139,3317,289.85
2017-12-29,130.5,225.2,138.45,3334.5,291.5
2017-12-30,130.5,225.2,138.45,3334.5,291.5
2017-12-31,130.5,225.2,138.45,3334.5,291.5
2018-01-01,130.5,225.2,138.45,3334.5,291.5
2018-01-02,130.5,225.2,138.45,3334.5,291.5
2018-01-03,132.2,231.9,140.4,3421.5,297.95
2018-01-04,135.89,238.8,148.9,3501,307
2018-01-05,137.12,238.6,147.3,3569.5,311.95
2018-01-06,137.12,238.6,147.3,3569.5,311.95
2018-01-07,137.12,238.6,147.3,3569.5,311.95
2018-01-08,137.12,238.6,147.3,3569.5,311.95
2018-01-09,140,240.4,150.5,3628.5,315.1
2018-01-10,143.43,237.76,149.3,3641,317.75
2018-01-11,144.58,239,148.3,3687.5,325
2018-01-12,143.99,237.75,145.6,3908,324.35
2018-01-13,143.99,237.75,145.6,3908,324.35
2018-01-14,143.99,237.75,145.6,3908,324.35
2018-01-15,142.99,238.85,146.6,3876.5,319.95
2018-01-16,145.29,239.64,140.75,3862,317.5
2018-01-17,148.7,239.82,138.45,3851.5,326.5
2018-01-18,150.35,245.5,137.2,3855,333.1
2018-01-19,149.13,242.45,138.7,3825.5,328
2018-01-20,149.13,242.45,138.7,3825.5,328
2018-01-21,149.13,242.45,138.7,3825.5,328
2018-01-22,150.3,243.99,138.6,3870,332.95
2018-01-23,148.8,244.4,138.3,3841.5,335
2018-01-24,149.7,247.53,138.05,3850,344.5
2018-01-25,149.8,250.64,137.1,3825,351.5
2018-01-26,147.19,247,134.2,3821,351.8
2018-01-27,147.19,247,134.2,3821,351.8
2018-01-28,147.19,247,134.2,3821,351.8
2018-01-29,144.75,250.48,137.6,3778,346.35
2018-01-30,143.5,257.8,133.2,3713,342.1
2018-01-31,143.36,264.5,133.3,3728,343.2
2018-02-01,145.39,263.2,135.35,3760.5,344.95
2018-02-02,144,257.32,133.5,3797,339.9
2018-02-03,144,257.32,133.5,3797,339.9
2018-02-04,144,257.32,133.5,3797,339.9
2018-02-05,144.53,255.64,138.4,3752,338.3
2018-02-06,141.59,258.94,135.5,3655.5,330
2018-02-07,141,257.58,136.45,3735,336
2018-02-08,137.2,253.19,137.5,3686,326.65
2018-02-09,135.56,250.11,139.3,3617.5,324.55
2018-02-10,135.56,250.11,139.3,3617.5,324.55
2018-02-11,135.56,250.11,139.3,3617.5,324.55
2018-02-12,137.3,255.05,139,3656.5,325.3
2018-02-13,139.85,258.3,140.3,3729.5,325.4
2018-02-14,138.89,262.03,137.7,3709,326
2018-02-15,137.06,264.58,136.85,3730,324.3
2018-02-16,137.06,266.99,137.3,3751,324.2
2018-02-17,137.06,266.99,137.3,3751,324.2
2018-02-18,137.06,266.99,137.3,3751,324.2
2018-02-19,138.31,266.85,137.35,3715,324
2018-02-20,141.32,267.22,138,3744,322
2018-02-21,144,279.2,138.75,3808.5,333.5
2018-02-22,145.97,277.49,140.1,3836,337.3
2018-02-23,145.97,277.49,140.1,3836,337.3
2018-02-24,145.97,277.49,140.1,3836,337.3
2018-02-25,145.97,277.49,140.1,3836,337.3
2018-02-26,147,279.97,140.8,3839.5,341.8
2018-02-27,146.5,278.21,139.1,3838.5,337.5
2018-02-28,143.16,272.4,141.45,3776.5,330.5
2018-03-01,140.1,275,151.95,3754,323.5
2018-03-02,138.57,273,152,3749.5,319.5
2018-03-03,138.57,273,152,3749.5,319.5
2018-03-04,138.57,273,152,3749.5,319.5
2018-03-05,141.6,277,150,3730,320.5
2018-03-06,140.59,274.03,149.4,3744,318.7
2018-03-07,138.56,274,152,3721,315
2018-03-08,138.56,274,152,3721,315
2018-03-09,139.81,274.6,157.45,3789,313.25
2018-03-10,139.81,274.6,157.45,3789,313.25
2018-03-11,139.81,274.6,157.45,3789,313.25
2018-03-12,141.35,274.3,158.85,3770,314.7
2018-03-13,142.75,273.95,163.7,3773,312
2018-03-14,138.8,262.5,161.6,3742,310.35
2018-03-15,138.25,254.51,160.15,3800,314.2
2018-03-16,141,256.15,160.5,3874.5,319.3
2018-03-17,141,256.15,160.5,3874.5,319.3
2018-03-18,141,256.15,160.5,3874.5,319.3
2018-03-19,139.91,255,159.35,3815,316
2018-03-20,142.45,257.15,160.15,3860,317.55
2018-03-21,141.51,268.88,159.75,3874,317.5
2018-03-22,139.5,265.5,156.5,3857,316.15
2018-03-23,142,262,158.35,3874.5,314.5
2018-03-24,142,262,158.35,3874.5,314.5
2018-03-25,142,262,158.35,3874.5,314.5
2018-03-26,138.27,255,157.25,3800,308.05
2018-03-27,140.8,258,154.25,3878,309.65
2018-03-28,140.47,251.5,154,3927,308.8
2018-03-29,142.8,252.9,154.2,3991.5,316.35
2018-03-30,142.33,253.57,155.6,3961,313.9
2018-03-31,142.33,253.57,155.6,3961,313.9
2018-04-01,142.33,253.57,155.6,3961,313.9
2018-04-02,140.32,249.99,156.25,3955.5,309.05
2018-04-03,141.13,251.6,156.25,3951,313.25
2018-04-04,140.18,255.69,156.05,3939,319.6
2018-04-05,140.5,262,158.05,3990,322.65
2018-04-06,141.5,256.76,157.3,3939,319.6
2018-04-07,141.5,256.76,157.3,3939,319.6
2018-04-08,141.5,256.76,157.3,3939,319.6
2018-04-09,135.01,213,144,3620,299.5
2018-04-10,141.8,214.8,144.8,3900,309
2018-04-11,145.27,208,143.5,4070,324
2018-04-12,145.99,212.21,147.05,3979,333
2018-04-13,142.58,204.7,144.85,3902,323
2018-04-14,142.58,204.7,144.85,3902,323
2018-04-15,142.58,204.7,144.85,3902,323
2018-04-16,141.5,192.06,145.4,3892,319
2018-04-17,142.4,207.5,147.3,3940,329.5
2018-04-18,144.75,215.87,153.55,4030,333.1
2018-04-19,143.4,213.45,150.95,4015,337.3
2018-04-20,144.4,215.36,149.4,3985,338.95
2018-04-21,144.4,215.36,149.4,3985,338.95
2018-04-22,144.4,215.36,149.4,3985,338.95
2018-04-23,143.99,223.25,148.5,3974,351
2018-04-24,144.14,223,146.6,3999.5,352.25
2018-04-25,142.7,220.45,144.45,4029,370
2018-04-26,145.48,220.7,145.6,4140,375
2018-04-27,144.5,223.91,144.3,4212,380
2018-04-28,144.3,224.8,144.85,4178.5,381
2018-04-29,144.3,224.8,144.85,4178.5,381
2018-04-30,145.93,226.99,144,4156.5,383
2018-05-01,145.93,226.99,144,4156.5,383
2018-05-02,144.94,229.02,147.3,4141,401.05
2018-05-03,142.7,228.03,144.2,4068,387.15
2018-05-04,143.73,228.55,141.65,4108,386.75
2018-05-05,143.73,228.55,141.65,4108,386.75
2018-05-06,143.73,228.55,141.65,4108,386.75
2018-05-07,144.05,229.86,141.9,4121,388.25
2018-05-08,145.48,226.7,140.4,4180,393.05
2018-05-09,145.48,226.7,140.4,4180,393.05
2018-05-10,146.38,233.7,139.8,4235,395.7
2018-05-11,150.7,235.72,137.5,4383,401.45
2018-05-12,150.7,235.72,137.5,4383,401.45
2018-05-13,150.7,235.72,137.5,4383,401.45
2018-05-14,150.98,237.8,136.15,4407.5,403.55
2018-05-15,149.2,231.39,138,4392,394.85
2018-05-16,148.59,229.8,137.95,4410,389.8
2018-05-17,147.15,226.05,137.95,4354,381.85
2018-05-18,145.65,222.2,136.75,4450,387
2018-05-19,145.65,222.2,136.75,4450,387
2018-05-20,145.65,222.2,136.75,4450,387
2018-05-21,146.76,226.21,136.2,4398.5,386.9
2018-05-22,146.5,225.6,135,4360,385.55
2018-05-23,146.06,221,132.55,4263,377.7
2018-05-24,145.27,222.01,132.7,4230,378
2018-05-25,145.09,220,132.2,4248,378.3
2018-05-26,145.09,220,132.2,4248,378.3
2018-05-27,145.09,220,132.2,4248,378.3
2018-05-28,145.09,220.9,131.55,4290,379.55
2018-05-29,143.9,219,131.85,4224,383
2018-05-30,143.26,221.01,139.85,4246.5,381.05
2018-05-31,145,222.36,140.8,4209,385.3
2018-06-01,144,220,139.65,4205.5,382.55
2018-06-02,144,220,139.65,4205.5,382.55
2018-06-03,144,220,139.65,4205.5,382.55
2018-06-04,146.44,220,137.1,4299,384.9
2018-06-05,146,215.56,139.25,4278,381.95
2018-06-06,146.9,217.9,141.3,4264.5,380.8
2018-06-07,146.05,216.41,145,4250,380.05
2018-06-08,143.05,210.95,143.9,4159.5,381
2018-06-09,144.08,212.6,144.35,4191,382.15
2018-06-10,144.08,212.6,144.35,4191,382.15
2018-06-11,142.28,210.35,142.7,4159.5,384.55
2018-06-12,142.28,210.35,142.7,4159.5,384.55
2018-06-13,141,215,144.05,4140,382
2018-06-14,139.4,214,143.55,4090,381.7
2018-06-15,137.73,209.36,140.5,4055,383.25
2018-06-16,137.73,209.36,140.5,4055,383.25
2018-06-17,137.73,209.36,140.5,4055,383.25
2018-06-18,136.52,206.3,139.65,4045.5,387
2018-06-19,135.5,206,138,4091,392.35
2018-06-20,136.91,212.2,141,4132,390.2
2018-06-21,134.4,210.4,140.55,4135,392.75
2018-06-22,136.76,214.43,140.55,4125,390.8
2018-06-23,136.76,214.43,140.55,4125,390.8
2018-06-24,136.76,214.43,140.55,4125,390.8
2018-06-25,137.1,202.51,140.75,4140,393.95
2018-06-26,138.07,199.91,140.65,4154,389.3
2018-06-27,139,207.95,141.15,4222,394.6
2018-06-28,138.76,208.5,139.8,4230.5,396.5
2018-06-29,141.01,218,139.8,4350,396.15
2018-06-30,141.01,218,139.8,4350,396.15
2018-07-01,141.01,218,139.8,4350,396.15
2018-07-02,144,221.01,140.15,4376,394.7
2018-07-03,142.49,218.45,143.05,4325,389.95
2018-07-04,142.24,217.7,140,4334.5,393.25
2018-07-05,145.55,224.54,129.2,4462,406.05
2018-07-06,144.96,226.71,129.55,4415.5,403.4
2018-07-07,144.96,226.71,129.55,4415.5,403.4
2018-07-08,144.96,226.71,129.55,4415.5,403.4
2018-07-09,148,230,128.3,4452,408.15
2018-07-10,147.3,230.3,126.55,4355,413.2
2018-07-11,144.77,227.57,124.3,4280,409.85
2018-07-12,145.08,226.6,124.8,4236,406.45
2018-07-13,146.87,229.85,123.25,4319,406.9
2018-07-14,146.87,229.85,123.25,4319,406.9
2018-07-15,146.87,229.85,123.25,4319,406.9
2018-07-16,147,227.99,123,4300.5,407.3
2018-07-17,145.31,222.5,124.25,4262.5,399.5
2018-07-18,138.29,216.28,123,4299,400.9
2018-07-19,137.58,207.5,121,4334,400.5
2018-07-20,136.47,204.34,121.45,4300,393.25
2018-07-21,136.47,204.34,121.45,4300,393.25
2018-07-22,136.47,204.34,121.45,4300,393.25
2018-07-23,138.37,208.42,123.8,4340,394.5
2018-07-24,138.85,215.45,122.15,4322,394.9
2018-07-25,138.21,213.7,121.3,4385,395.8
2018-07-26,138.18,210,122.7,4420,397.35
2018-07-27,137.99,208.9,122.2,4425,403.5
2018-07-28,137.99,208.9,122.2,4425,403.5
2018-07-29,137.99,208.9,122.2,4425,403.5
2018-07-30,138.9,211.33,121.7,4410,406.45
2018-07-31,143.79,214.86,122.95,4451.5,419
2018-08-01,142.14,210.6,121,4494,416.6
2018-08-02,140.36,206.6,116,4501.5,416.8
2018-08-03,142.39,202.21,118.1,4499.5,411.25
2018-08-04,142.39,202.21,118.1,4499.5,411.25
2018-08-05,142.39,202.21,118.1,4499.5,411.25
2018-08-06,141.34,203.9,114.3,4479,419.35
2018-08-07,142.74,201.79,114.25,4520,427.9
2018-08-08,144.1,193.2,111.85,4499,429
2018-08-09,145.2,195.9,109.7,4598,432.3
2018-08-10,144.8,186.15,105,4577,433.25
2018-08-11,144.8,186.15,105,4577,433.25
2018-08-12,144.8,186.15,105,4577,433.25
2018-08-13,142.9,190,105.75,4541,437.2
2018-08-14,141.24,192.76,107.25,4460,431.3
2018-08-15,141.5,187.98,107.4,4428.5,428.55
2018-08-16,140.88,191.6,110.5,4396,422.3
2018-08-17,141.01,189.55,109,4375,425.8
2018-08-18,141.01,189.55,109,4375,425.8
2018-08-19,141.01,189.55,109,4375,425.8
2018-08-20,141.51,191.2,108.95,4386,427
2018-08-21,143.3,191.8,108.35,4465,434
2018-08-22,144.16,187.8,108.6,4512.5,437.3
2018-08-23,141.5,178.71,105.65,4450,430
2018-08-24,143.6,180.39,104.45,4500.5,428.1
2018-08-25,143.6,180.39,104.45,4500.5,428.1
2018-08-26,143.6,180.39,104.45,4500.5,428.1
2018-08-27,144.52,183.27,106.2,4577,434.75
2018-08-28,145.6,182,106.55,4587.5,436
2018-08-29,147.88,183.5,111.8,4638.5,440.5
2018-08-30,145.98,178,115.5,4702,437
2018-08-31,149.95,182,115.5,4700.5,435.7
2018-09-01,149.95,182,115.5,4700.5,435.7
2018-09-02,149.95,182,115.5,4700.5,435.7
2018-09-03,148.73,181.21,114.55,4728,438.75
2018-09-04,147.4,179.5,112.75,4717,439.35
2018-09-05,147.06,178.46,111.5,4637,434.5
2018-09-06,147.06,175,108.1,4610.5,436.05
2018-09-07,148.8,174.9,108.55,4623,439.55
2018-09-08,148.8,174.9,108.55,4623,439.55
2018-09-09,148.8,174.9,108.55,4623,439.55
2018-09-10,150.75,171.21,106.5,4688.5,449.45
2018-09-11,152.36,169.36,105.1,4706.5,448.8
2018-09-12,155.05,173.9,107.2,4622.5,444.9
2018-09-13,153.5,183.5,107.1,4659,442.4
2018-09-14,152.15,188.71,105.75,4604,441.35
2018-09-15,152.15,188.71,105.75,4604,441.35
2018-09-16,152.15,188.71,105.75,4604,441.35
2018-09-17,155.46,188.11,106.05,4631,441.3
2018-09-18,157.08,191.65,109.15,4685,440.4
2018-09-19,157.39,193.9,111.4,4719,437.85
2018-09-20,154.35,191.16,111,4701,438.7
2018-09-21,158.64,193.44,111,4737.5,440.4
2018-09-22,158.64,193.44,111,4737.5,440.4
2018-09-23,158.64,193.44,111,4737.5,440.4
2018-09-24,159,198.75,108.95,4780,447.05
2018-09-25,160.84,195.55,106.65,4900,460
2018-09-26,159.27,195.79,106.7,4828.5,458.5
2018-09-27,161.8,204.1,107.05,4952,478
2018-09-28,162.61,203.32,106.55,5022,493
2018-09-29,162.61,203.32,106.55,5022,493
2018-09-30,162.61,203.32,106.55,5022,493
2018-10-01,161.89,204.2,106.2,5016,494.05
2018-10-02,162.59,199.5,106.4,4898.5,491.4
2018-10-03,169.47,198.3,107.1,5035,512
2018-10-04,168.5,189.35,106.4,4990,508.2
2018-10-05,170.5,187.2,104.65,4987,503
2018-10-06,170.5,187.2,104.65,4987,503
2018-10-07,170.5,187.2,104.65,4987,503
2018-10-08,171.81,191.85,102.65,4966,479.45
2018-10-09,172.11,191.25,102.1,4971.5,473.1
2018-10-10,166.2,189.89,102.15,4901.5,468.75
2018-10-11,161.92,185.27,100.9,4804,462.55
2018-10-12,167,191.85,102,4806,465.1
2018-10-13,167,191.85,102,4806,465.1
2018-10-14,167,191.85,102,4806,465.1
2018-10-15,164,190.92,100.15,4747,462.05
2018-10-16,165.99,196.05,99,4795,468.7
2018-10-17,164.56,194.05,98,4773,467.85
2018-10-18,160.18,191,96,4694.5,466.6
2018-10-19,161.32,183.8,95.5,4693,467
2018-10-20,161.32,183.8,95.5,4693,467
2018-10-21,161.32,183.8,95.5,4693,467
2018-10-22,155.7,180.7,92.4,4673.5,465.3
2018-10-23,153.61,181,92.3,4770,455
2018-10-24,154.7,188.01,92.9,4995,463.5
2018-10-25,155.65,186.71,91.85,4943,458.4
2018-10-26,152.5,181,91.6,4888.5,453.3
2018-10-27,152.5,181,91.6,4888.5,453.3
2018-10-28,152.5,181,91.6,4888.5,453.3
2018-10-29,152.52,185.59,94.05,4872.5,458.5
2018-10-30,151.3,184.78,98.25,4778.5,453.7
2018-10-31,155.47,189.8,97.25,4945,460.45
2018-11-01,153.5,188.67,96.88,4937,460
2018-11-02,153.71,192.6,101.78,4980,459.6
2018-11-03,153.71,192.6,101.78,4980,459.6
2018-11-04,153.71,192.6,101.78,4980,459.6
2018-11-05,153.71,192.6,101.78,4980,459.6
2018-11-06,156,197.8,102.4,5055,482.45
2018-11-07,157.85,201.9,100.6,5174.5,484.1
2018-11-08,157.51,202.89,98.5,5160,475
2018-11-09,153.19,195.75,95.14,5094.5,468.6
2018-11-10,153.19,195.75,95.14,5094.5,468.6
2018-11-11,153.19,195.75,95.14,5094.5,468.6
